dataset,building_id,building_type,metric,metric_type,value
bdg-2:rat,Rat_education_Susana,commercial,nmae_2,hour_of_day,2.5407280921936035
bdg-2:rat,Rat_education_Susana,commercial,nmae_3,hour_of_day,2.40397310256958
bdg-2:rat,Rat_education_Susana,commercial,nmae_4,hour_of_day,2.541273355484009
bdg-2:rat,Rat_education_Susana,commercial,nmae_5,hour_of_day,2.3888661861419678
bdg-2:rat,Rat_education_Susana,commercial,nmae_6,hour_of_day,2.53346848487854
bdg-2:rat,Rat_education_Susana,commercial,nmae_7,hour_of_day,2.3287506103515625
bdg-2:rat,Rat_education_Susana,commercial,nmae_8,hour_of_day,2.4743101596832275
bdg-2:rat,Rat_education_Susana,commercial,nmae_9,hour_of_day,2.4545962810516357
bdg-2:rat,Rat_education_Susana,commercial,nmae_10,hour_of_day,2.4861652851104736
bdg-2:rat,Rat_education_Susana,commercial,nmae_11,hour_of_day,2.4942996501922607
bdg-2:rat,Rat_education_Susana,commercial,nmae_12,hour_of_day,2.50103497505188
bdg-2:rat,Rat_education_Susana,commercial,nmae_13,hour_of_day,2.508180618286133
bdg-2:rat,Rat_education_Susana,commercial,nmae_14,hour_of_day,2.515326738357544
bdg-2:rat,Rat_education_Susana,commercial,nmae_15,hour_of_day,2.414423942565918
bdg-2:rat,Rat_education_Susana,commercial,nmae_16,hour_of_day,2.4256532192230225
bdg-2:rat,Rat_education_Susana,commercial,nmae_17,hour_of_day,2.425940752029419
bdg-2:rat,Rat_education_Susana,commercial,nmae_18,hour_of_day,2.4241347312927246
bdg-2:rat,Rat_education_Susana,commercial,nmae_19,hour_of_day,2.4243767261505127
bdg-2:rat,Rat_education_Susana,commercial,nmae_20,hour_of_day,2.424985647201538
bdg-2:rat,Rat_education_Susana,commercial,nmae_21,hour_of_day,2.424891710281372
bdg-2:rat,Rat_education_Susana,commercial,nmae_22,hour_of_day,2.583779811859131
bdg-2:rat,Rat_education_Susana,commercial,nmae_23,hour_of_day,2.5737247467041016
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_0,hour_of_day,0.049567919224500656
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_1,hour_of_day,0.07455629855394363
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_2,hour_of_day,0.09081964939832687
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_3,hour_of_day,0.08840565383434296
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_4,hour_of_day,0.09521204978227615
bdg-2:rat,Rat_office_Rosemary,commercial,cvrmse_5,hour_of_day,0.17279458045959473
