dataset,building_id,building_type,metric,metric_type,value
borealis,home21,residential,nmbe_19,hour_of_day,-0.42676129937171936
borealis,home21,residential,nmbe_20,hour_of_day,-0.1777658462524414
borealis,home21,residential,nmbe_21,hour_of_day,0.15234574675559998
borealis,home21,residential,nmbe_22,hour_of_day,0.012571834959089756
borealis,home21,residential,nmbe_23,hour_of_day,-0.012667207978665829
borealis,home21,residential,nmae_0,hour_of_day,0.24585755169391632
borealis,home21,residential,nmae_1,hour_of_day,0.35766881704330444
borealis,home21,residential,nmae_2,hour_of_day,0.28730669617652893
borealis,home21,residential,nmae_3,hour_of_day,0.22941789031028748
borealis,home21,residential,nmae_4,hour_of_day,0.1641797572374344
borealis,home21,residential,nmae_5,hour_of_day,0.13193947076797485
borealis,home21,residential,nmae_6,hour_of_day,0.23863644897937775
borealis,home21,residential,nmae_7,hour_of_day,0.21108785271644592
borealis,home21,residential,nmae_8,hour_of_day,0.23920489847660065
borealis,home21,residential,nmae_9,hour_of_day,0.23526090383529663
borealis,home21,residential,nmae_10,hour_of_day,0.35368603467941284
borealis,home21,residential,nmae_11,hour_of_day,0.34602901339530945
borealis,home21,residential,nmae_12,hour_of_day,0.2425907403230667
borealis,home21,residential,nmae_13,hour_of_day,0.3769122362136841
borealis,home21,residential,nmae_14,hour_of_day,0.4705248773097992
borealis,home21,residential,nmae_15,hour_of_day,0.6593821048736572
borealis,home21,residential,nmae_16,hour_of_day,0.6106312274932861
borealis,home21,residential,nmae_17,hour_of_day,0.5644147992134094
borealis,home21,residential,nmae_18,hour_of_day,0.5592682957649231
borealis,home21,residential,nmae_19,hour_of_day,0.6026034951210022
borealis,home21,residential,nmae_20,hour_of_day,0.79444420337677
borealis,home21,residential,nmae_21,hour_of_day,0.8196055293083191
borealis,home21,residential,nmae_22,hour_of_day,0.4989282190799713
borealis,home21,residential,nmae_23,hour_of_day,0.4027026891708374
ideal,home65,residential,cvrmse_0,hour_of_day,0.5006027221679688
ideal,home65,residential,cvrmse_1,hour_of_day,0.9355027675628662
ideal,home65,residential,cvrmse_2,hour_of_day,1.2913320064544678
ideal,home65,residential,cvrmse_3,hour_of_day,1.4996999502182007
ideal,home65,residential,cvrmse_4,hour_of_day,1.3681869506835938
ideal,home65,residential,cvrmse_5,hour_of_day,1.1533591747283936
ideal,home65,residential,cvrmse_6,hour_of_day,0.9915177822113037
ideal,home65,residential,cvrmse_7,hour_of_day,1.2159273624420166
ideal,home65,residential,cvrmse_8,hour_of_day,0.9143427610397339
ideal,home65,residential,cvrmse_9,hour_of_day,0.47253260016441345
ideal,home65,residential,cvrmse_10,hour_of_day,0.19937172532081604
ideal,home65,residential,cvrmse_11,hour_of_day,0.22665712237358093
ideal,home65,residential,cvrmse_12,hour_of_day,0.3536033630371094
ideal,home65,residential,cvrmse_13,hour_of_day,0.5334107279777527
ideal,home65,residential,cvrmse_14,hour_of_day,0.8946700096130371
ideal,home65,residential,cvrmse_15,hour_of_day,1.1670265197753906
ideal,home65,residential,cvrmse_16,hour_of_day,1.0553631782531738
ideal,home65,residential,cvrmse_17,hour_of_day,0.9001819491386414
ideal,home65,residential,cvrmse_18,hour_of_day,0.5736066699028015
ideal,home65,residential,cvrmse_19,hour_of_day,0.6747400760650635
ideal,home65,residential,cvrmse_20,hour_of_day,0.6855005621910095
ideal,home65,residential,cvrmse_21,hour_of_day,0.7536839246749878
ideal,home65,residential,cvrmse_22,hour_of_day,0.808855414390564
ideal,home65,residential,cvrmse_23,hour_of_day,0.9400970935821533
ideal,home65,residential,nmbe_0,hour_of_day,-0.09115009009838104
ideal,home65,residential,nmbe_1,hour_of_day,-0.45353543758392334
ideal,home65,residential,nmbe_2,hour_of_day,-0.7462770938873291
ideal,home65,residential,nmbe_3,hour_of_day,-0.5821629166603088
ideal,home65,residential,nmbe_4,hour_of_day,-0.2763528823852539
ideal,home65,residential,nmbe_5,hour_of_day,-0.43347522616386414
ideal,home65,residential,nmbe_6,hour_of_day,-0.2737361490726471
ideal,home65,residential,nmbe_7,hour_of_day,0.03893858194351196
ideal,home65,residential,nmbe_8,hour_of_day,-0.4744536876678467
ideal,home65,residential,nmbe_9,hour_of_day,-0.3104620575904846
ideal,home65,residential,nmbe_10,hour_of_day,-0.15369413793087006
ideal,home65,residential,nmbe_11,hour_of_day,-0.17449882626533508
ideal,home65,residential,nmbe_12,hour_of_day,-0.1667434573173523
ideal,home65,residential,nmbe_13,hour_of_day,-0.15979428589344025
ideal,home65,residential,nmbe_14,hour_of_day,-0.13714760541915894
ideal,home65,residential,nmbe_15,hour_of_day,0.3096465468406677
ideal,home65,residential,nmbe_16,hour_of_day,0.19483980536460876
ideal,home65,residential,nmbe_17,hour_of_day,-0.11453894525766373
ideal,home65,residential,nmbe_18,hour_of_day,-0.14878907799720764
ideal,home65,residential,nmbe_19,hour_of_day,-0.2353779524564743
ideal,home65,residential,nmbe_20,hour_of_day,-0.3430774211883545
ideal,home65,residential,nmbe_21,hour_of_day,-0.49379968643188477
ideal,home65,residential,nmbe_22,hour_of_day,-0.5828814506530762
ideal,home65,residential,nmbe_23,hour_of_day,-0.6716871857643127
ideal,home65,residential,nmae_0,hour_of_day,0.3038996160030365
ideal,home65,residential,nmae_1,hour_of_day,0.7456076145172119
ideal,home65,residential,nmae_2,hour_of_day,1.1273605823516846
ideal,home65,residential,nmae_3,hour_of_day,1.3297758102416992
ideal,home65,residential,nmae_4,hour_of_day,1.116095781326294
ideal,home65,residential,nmae_5,hour_of_day,0.9800285696983337
ideal,home65,residential,nmae_6,hour_of_day,0.8082609176635742
ideal,home65,residential,nmae_7,hour_of_day,0.9670937061309814
ideal,home65,residential,nmae_8,hour_of_day,0.7574233412742615
ideal,home65,residential,nmae_9,hour_of_day,0.38214558362960815
ideal,home65,residential,nmae_10,hour_of_day,0.16494712233543396
ideal,home65,residential,nmae_11,hour_of_day,0.19304496049880981
ideal,home65,residential,nmae_12,hour_of_day,0.23200979828834534
ideal,home65,residential,nmae_13,hour_of_day,0.26613545417785645
ideal,home65,residential,nmae_14,hour_of_day,0.4333202838897705
ideal,home65,residential,nmae_15,hour_of_day,0.9099907279014587
ideal,home65,residential,nmae_16,hour_of_day,0.7267617583274841
ideal,home65,residential,nmae_17,hour_of_day,0.5246065855026245
ideal,home65,residential,nmae_18,hour_of_day,0.3775470554828644
ideal,home65,residential,nmae_19,hour_of_day,0.5182152986526489
ideal,home65,residential,nmae_20,hour_of_day,0.5606153607368469
ideal,home65,residential,nmae_21,hour_of_day,0.66798996925354
ideal,home65,residential,nmae_22,hour_of_day,0.7151471972465515
ideal,home65,residential,nmae_23,hour_of_day,0.835213303565979
ideal,home242,residential,cvrmse_0,hour_of_day,0.7374963760375977
ideal,home242,residential,cvrmse_1,hour_of_day,0.7513290047645569
ideal,home242,residential,cvrmse_2,hour_of_day,0.5157517790794373
ideal,home242,residential,cvrmse_3,hour_of_day,0.6062793731689453
ideal,home242,residential,cvrmse_4,hour_of_day,0.7291677594184875
ideal,home242,residential,cvrmse_5,hour_of_day,0.6082167029380798
ideal,home242,residential,cvrmse_6,hour_of_day,0.8346577286720276
ideal,home242,residential,cvrmse_7,hour_of_day,1.3450690507888794
ideal,home242,residential,cvrmse_8,hour_of_day,0.8359302878379822
ideal,home242,residential,cvrmse_9,hour_of_day,0.6949336528778076
ideal,home242,residential,cvrmse_10,hour_of_day,0.39650779962539673
ideal,home242,residential,cvrmse_11,hour_of_day,0.7381544709205627
ideal,home242,residential,cvrmse_12,hour_of_day,0.8861576914787292
ideal,home242,residential,cvrmse_13,hour_of_day,0.7431018352508545
ideal,home242,residential,cvrmse_14,hour_of_day,0.41988009214401245
ideal,home242,residential,cvrmse_15,hour_of_day,0.3863917291164398
ideal,home242,residential,cvrmse_16,hour_of_day,0.3858622908592224
ideal,home242,residential,cvrmse_17,hour_of_day,0.35731974244117737
ideal,home242,residential,cvrmse_18,hour_of_day,0.36268696188926697
ideal,home242,residential,cvrmse_19,hour_of_day,0.3550076186656952
ideal,home242,residential,cvrmse_20,hour_of_day,0.3987971544265747
ideal,home242,residential,cvrmse_21,hour_of_day,0.648780107498169
ideal,home242,residential,cvrmse_22,hour_of_day,0.9813123345375061
ideal,home242,residential,cvrmse_23,hour_of_day,0.63982754945755
ideal,home242,residential,nmbe_0,hour_of_day,0.1378556489944458
ideal,home242,residential,nmbe_1,hour_of_day,0.07563966512680054
ideal,home242,residential,nmbe_2,hour_of_day,-0.2654542922973633
ideal,home242,residential,nmbe_3,hour_of_day,-0.4052088260650635
ideal,home242,residential,nmbe_4,hour_of_day,-0.2733944356441498
ideal,home242,residential,nmbe_5,hour_of_day,-0.30836546421051025
ideal,home242,residential,nmbe_6,hour_of_day,-0.4638502299785614
ideal,home242,residential,nmbe_7,hour_of_day,-0.2432476282119751
ideal,home242,residential,nmbe_8,hour_of_day,-0.4321148991584778
ideal,home242,residential,nmbe_9,hour_of_day,-0.1578056812286377
ideal,home242,residential,nmbe_10,hour_of_day,-0.1639804244041443
ideal,home242,residential,nmbe_11,hour_of_day,-0.15030434727668762
ideal,home242,residential,nmbe_12,hour_of_day,-0.03786918893456459
ideal,home242,residential,nmbe_13,hour_of_day,-0.2155691236257553
ideal,home242,residential,nmbe_14,hour_of_day,-0.323890745639801
ideal,home242,residential,nmbe_15,hour_of_day,-0.2717323303222656
ideal,home242,residential,nmbe_16,hour_of_day,-0.2540074586868286
ideal,home242,residential,nmbe_17,hour_of_day,-0.23985259234905243
ideal,home242,residential,nmbe_18,hour_of_day,-0.2655391991138458
ideal,home242,residential,nmbe_19,hour_of_day,-0.09112195670604706
ideal,home242,residential,nmbe_20,hour_of_day,-0.17813491821289062
ideal,home242,residential,nmbe_21,hour_of_day,-0.1157451942563057
ideal,home242,residential,nmbe_22,hour_of_day,0.11409924179315567
ideal,home242,residential,nmbe_23,hour_of_day,-0.18158669769763947
ideal,home242,residential,nmae_0,hour_of_day,0.47726771235466003
ideal,home242,residential,nmae_1,hour_of_day,0.570534884929657
ideal,home242,residential,nmae_2,hour_of_day,0.41398370265960693
ideal,home242,residential,nmae_3,hour_of_day,0.4833039343357086
ideal,home242,residential,nmae_4,hour_of_day,0.5874102115631104
ideal,home242,residential,nmae_5,hour_of_day,0.49447396397590637
ideal,home242,residential,nmae_6,hour_of_day,0.6620484590530396
ideal,home242,residential,nmae_7,hour_of_day,1.0501633882522583
ideal,home242,residential,nmae_8,hour_of_day,0.6722133159637451
ideal,home242,residential,nmae_9,hour_of_day,0.46795955300331116
ideal,home242,residential,nmae_10,hour_of_day,0.2808178961277008
ideal,home242,residential,nmae_11,hour_of_day,0.49732697010040283
ideal,home242,residential,nmae_12,hour_of_day,0.7339118719100952
ideal,home242,residential,nmae_13,hour_of_day,0.625215470790863
ideal,home242,residential,nmae_14,hour_of_day,0.36466479301452637
ideal,home242,residential,nmae_15,hour_of_day,0.32088276743888855
ideal,home242,residential,nmae_16,hour_of_day,0.30634981393814087
